permalink,name,homepage_url,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at
/organization/agentrave,AgentRave,http://www.agentrave.com,Reviews and Recommendations,45000,closed,USA,GA,Atlanta,Lilburn,1,2015-07-15,2015-08-15,2015-08-15
/organization/agiftidea-com,Agiftidea.com,http://www.agiftidea.com,Gift Card|Social Media,50000,closed,USA,MD,Baltimore,Columbia,1,2012-01-01,2012-01-01,2012-01-01
/organization/agile-customer-insight,AGILE customer insight,http://www.agile.ci,Analytics|Banking|Big Data|Retail|SaaS|Sales and Marketing|Software,640000,closed,GBR,H9,London,London,1,2011-11-01,2011-11-01,2011-11-01
/organization/agillion-inc,"Agillion, Inc.",http://www.agillion.com,SaaS|Services,40000000,closed,USA,TX,Austin,Austin,1,1998-01-01,1999-11-08,1999-11-08
/organization/aginfolink,AgInfoLink,http://www.aginfolink.com,Software,12265000,closed,USA,CO,Denver,Longmont,3,1997-01-01,2007-03-07,2011-03-22
/organization/agoos,Agooz,http://www.agooz.com.mx/index.php/?,Delivery|E-Commerce|Fashion,10000,closed,MEX,11,Guadalajara,León,1,2014-11-20,2015-04-17,2015-04-17
/organization/agoura-technologies,Agoura Technologies,http://www.agouratech.com,Nanotechnology,1000000,closed,USA,CA,Sacramento,Roseville,1,,2005-09-13,2005-09-13
/organization/agri-capital,agri.capital,http://www.agri-capital.de/index.php/?id=198&L=1,Clean Technology,81672000,closed,DEU,8,Munster,Münster-sarmsheim,1,2004-01-01,2009-05-19,2009-05-19
/organization/agrimetis,AgriMetis,http://www.agrimetis.com/,Agriculture|Development Platforms|Technology,7300000,closed,,,,,1,2014-01-01,2015-02-13,2015-02-13
/organization/agroptima,Agroptima,http://www.agroptima.com,Farming|Software,-,closed,ESP,56,Barcelona,Barcelona,1,2014-08-01,2014-09-01,2014-09-01
/organization/ahead,Ahead,http://www.ahead.com,Advertising|Creative|Media|Software|Visualization|Web CMS|Web Development,-,closed,DNK,17,Copenhagen,Copenhagen,1,2007-10-01,2009-01-01,2009-01-01
/organization/ai-exchange,AI Exchange,http://www.aiexchange.com,Finance|FinTech,1500000,closed,USA,MA,Boston,Boston,1,,2011-09-13,2011-09-13
/organization/aifloo,Aifloo,http://www.aifloo.com/,Software,-,closed,SWE,26,Stockholm,Stockholm,1,,2015-12-02,2015-12-02
/organization/air-cleannsheen,Air CleanNSheen,,Hospitality|Service Providers|Travel,97500,closed,USA,TX,Austin,Austin,1,,2015-09-11,2015-09-11
/organization/air-semiconductor,Air Semiconductor,http://www.air-semi.com,Gps|Location Based Services|Semiconductors,10000000,closed,GBR,P8,Swindon,Swindon,1,2006-05-15,2006-04-11,2006-04-11
/organization/airdroids,AirDroids,http://www.airdroids.com,Hardware + Software,929212,closed,USA,IN,Indianapolis,Indianapolis,1,2013-11-01,2014-03-17,2014-03-17
/organization/airship-ventures,Airship Ventures,http://www.airshipventures.com,Public Transportation,10500000,closed,USA,CA,CA - Other,Moffett Field,2,2007-01-01,2008-05-09,2009-03-01
/organization/aiwip-limited,Aiwip Limited,http://www.aiwip.com,Advertising|Printing|University Students,-,closed,,,,,1,2014-02-24,2015-05-11,2015-05-11
/organization/ak-networks,AdKeeper,http://keep.com,Advertising,43000000,closed,USA,NY,New York City,New York,2,2010-01-01,2010-09-15,2011-01-03
/organization/akaaki,aka-aki networks,http://www.aka-aki.com,Location Based Services|Mobile|Networking|Social Media,-,closed,,,,,1,2007-01-01,2009-10-23,2009-10-23
/organization/akella,Akella,http://en.akella.com,Software,18705000,closed,RUS,48,Moscow,Moscow,2,1993-01-01,2005-11-01,2010-10-04
/organization/aki,Aki,http://www.a.ki,Advertising Platforms|Mobile|Mobile Advertising,-,closed,,,,,1,2015-05-01,2015-05-01,2015-05-01
/organization/akimbo,Akimbo,http://www.akimbo.com/,Games|Personal Branding|Recruiting,36150000,closed,USA,CA,SF Bay Area,San Mateo,6,,2003-06-01,2013-05-26
/organization/akoha,Akoha,http://akoha.com,Games,1900000,closed,CAN,QC,Montreal,Montréal,1,2006-12-01,2008-04-28,2008-04-28
/organization/aksys-group,Aksys Group,,,-,closed,,,,,1,,2003-06-18,2003-06-18
/organization/aladdin-media-holdings,Aladdin Media Holdings,http://aladdinmh.com,Innovation Management|Investment Management|Media|Venture Capital,30000000,closed,,,,,1,,2008-01-23,2008-01-23
/organization/alamak-espana-trade,Alamak Espana Trade,http://www.AlamakEspana.com,Mining Technologies|Property Management|Recycling,6000000,closed,ESP,56,Girona,Girona,1,1967-05-05,2008-02-02,2008-02-02
/organization/alandia-communication-systems,Alandia Communication Systems,http://www.alandiacs.com,Software,408000,closed,SWE,26,Stockholm,Kista,1,,2006-09-07,2006-09-07
/organization/alaris-royalty,Alaris Royalty,http://alarisroyalty.com,Finance,105900000,closed,CAN,AB,Calgary,Calgary,1,,2013-07-16,2013-07-16
/organization/alba-communications,Alba Communications,https://www.albacommunciationsltd.com,Entertainment|Kids|Television|Video,442820.114660888,closed,GBR,G5,GBR - Other,Beckenham,1,,2005-12-14,2005-12-14
/organization/aldento,Aldento,http://www.goffardsisters.com/,Fitness|Health and Wellness|Health Care,378995,closed,BEL,4,Brussels,Liège,1,,2015-01-16,2015-01-16
/organization/aldexa-therapeutics,Aldexa Therapeutics,http://www.neuronsystemsinc.com,Biotechnology,4793666,closed,USA,MA,Boston,Burlington,1,2004-01-01,2013-01-03,2013-01-03
/organization/alekto,Alekto,http://www.alekto.co,Credit|Finance,50000,closed,USA,NC,Raleigh,Durham,1,2012-07-01,2012-08-27,2012-08-27
/organization/alephcloud-systems,AlephCloud Systems,https://www.alephcloud.com,Enterprise Software,9500000,closed,USA,CA,SF Bay Area,Sunnyvale,2,2011-01-01,2012-05-04,2013-05-22
/organization/alfa-leisure,Alfa Leisure,http://www.alfaleisure.com,Manufacturing|Motors|Recreation,10900000,closed,USA,CA,Ontario - Inland Empire,Chino,1,1969-01-01,2005-02-09,2005-02-09
/organization/algorego,Algorego,http://www.smartimagesolutions.com,Software,376000,closed,LVA,25,Riga,Riga,1,,2007-03-22,2007-03-22
/organization/alignment-healthcare,Alignment Healthcare,http://www.alignmenthealthcare.com/,Health Care,125000000,closed,USA,CA,Anaheim,Irvine,1,2013-01-01,2014-04-28,2014-04-28
/organization/alike-2,Alike,http://alike.fr/,Design,-,closed,FRA,A8,Paris,Paris,1,,2014-01-07,2014-01-07
/organization/alikeaudience,AlikeAudience,https://angel.co/alikeaudience,Consumer Behavior|Mobile Advertising|Predictive Analytics,-,closed,USA,CA,SF Bay Area,Sunnyvale,1,2015-02-01,2015-07-31,2015-07-31
/organization/alikolo-com,alikolo,http://alikolo.com,E-Commerce|Marketplaces|Online Shopping|Retail,100000,closed,IDN,4,Jakarta,Jakarta,1,2014-08-07,2014-08-07,2014-08-07
/organization/all-for-body,All For Body,https://www.allforbody.com/usa,,-,closed,,,,,1,2010-09-10,2015-03-20,2015-03-20
/organization/all-together-now,All Together Now,http://www.getalltogethernow.com,Enterprise Software|SaaS|Web Development,-,closed,USA,CA,SF Bay Area,Santa Cruz,1,2011-06-01,2011-01-01,2011-01-01
/organization/allegro-networks,Allegro Networks,http://www.allegronetworks.com,Application Platforms|Internet|Services,110000000,closed,USA,CA,SF Bay Area,San Jose,2,2000-01-01,2001-10-04,2002-02-04
/organization/allewin-technologies,AlleWin Technologies,,,750000,closed,,,,,1,,2006-12-12,2006-12-12
/organization/allfreed,AllFreed,http://www.allfreed.co/,Apps|E-Commerce|Retail,47917,closed,,,,,1,,2013-06-01,2013-06-01
/organization/allied-pacific-sports-network,Allied Pacific Sports Network,http://apsn.tv,Internet|Mobile|Sports|Video Streaming,7000000,closed,HKG,,Hong Kong,Hong Kong,1,2009-01-01,2010-01-01,2010-01-01
/organization/alloka,Alloka,http://alloka.ru,Advertising|Business Services,125000,closed,RUS,,,,2,2010-01-01,2012-01-01,2013-03-01
/organization/allone,Allone,http://www.alloneapp.com,Android|Application Platforms|Security,220000,closed,SWE,27,SWE - Other,Ängelholms Havsbad,1,2015-03-15,2015-04-01,2015-04-01
/organization/alloptic,Alloptic,http://www.alloptic.com,Public Relations,109000000,closed,USA,CA,SF Bay Area,Livermore,5,1999-01-01,2001-06-05,2007-12-04
/organization/allpeers,AllPeers,http://www.techcrunch.com/2008/03/03/much-hyped-allpeers-to-deadpool/,Curated Web,-,closed,GBR,K2,London,Oxford,1,2004-08-01,2006-03-01,2006-03-01
/organization/allpix-innovation,Allpix Innovation,,,-,closed,ISR,5,ISR - Other,Qiryat Ono,1,2015-01-01,2015-09-21,2015-09-21
/organization/alluring-logic,Alluring Logic,http://alluringlogic.com,iPad|Mobile|Point of Sale|Retail|SaaS|Software|Web Development|Web Tools,-,closed,USA,NY,New York City,New York,1,2009-08-22,2013-07-25,2013-07-25
/organization/allvoices,Allvoices,http://www.allvoices.com,Journalism|Media|News,4276568,closed,USA,CA,SF Bay Area,San Francisco,2,2008-02-01,2006-07-31,2010-01-26
/organization/allyve,allyve,http://www.allyve.com,Facebook Applications|Search|Social Media|Software|Twitter Applications,-,closed,DEU,4,Hamburg,Hamburg,2,2007-09-01,2007-09-01,2010-05-01
/organization/alo-networks,Alo Networks,http://alonetworks.com,Mobile,445000,closed,USA,MD,"Washington, D.C.",Rockville,1,2011-01-01,2011-04-27,2011-04-27
/organization/alpha-smart-systems,Alpha Smart Systems,http://alpha-smart.com/,Artificial Intelligence|Information Services|Information Technology|Robotics,40000,closed,RUS,48,Moscow,Moscow,1,2011-01-01,2012-02-01,2012-02-01
/organization/alphanation,AlphaNation,http://www.alphanation.com,Finance,650000,closed,USA,NY,New York City,New York,3,2010-01-01,2011-03-01,2011-10-01
/organization/alphaserv-com,AlphaServ.com,http://www.alphaserv.com/,,5000000,closed,USA,CA,"Orange County, California",Santa Ana,1,,1999-11-24,1999-11-24
/organization/alphastripe,AlphaStripe,http://www.AlphaStripe.com,Content|DOD/Military|Networking|Social Media,-,closed,USA,AZ,Phoenix,Scottsdale,1,2012-05-02,2012-11-28,2012-11-28
/organization/alphathrottle-com,ALPHAThrottle.com,http://www.alphathrottle.co.cc,News,250000,closed,,,,,3,2011-01-01,2010-11-02,2011-08-01
/organization/alsbridge,Alsbridge,http://www.alsbridge.com,BPO Services|Consulting|Outsourcing,-,closed,IND,10,New Delhi,Gurgaon,1,2003-01-01,2013-01-08,2013-01-08
/organization/alset-wellen,Alset Wellen,http://alsetwellen.com/,Software,163000,closed,RUS,,,,1,,2012-01-26,2012-01-26
/organization/alta-wind-energy-center,Alta Wind Energy Center,http://altawindenergycenter.com,Clean Technology,102000000,closed,USA,CA,Bakersfield,Mojave,1,,2011-06-22,2011-06-22
/organization/altair-therapeutics,Altair Therapeutics,http://www.altairthera.com,Biotechnology,23466666,closed,USA,CA,San Diego,San Diego,2,,2009-11-17,2010-02-02
/organization/altavitas,AltaVitas,http://altavitas.com,Health and Wellness,387996,closed,USA,CA,SF Bay Area,Sunnyvale,1,2011-01-01,2012-02-02,2012-02-02
/organization/alternative-green-technologies,Alternative Green Technologies,http://www.altgreentech.com/home.htm,Clean Technology,10000,closed,USA,NY,Long Island,Uniondale,1,1987-01-01,2009-11-24,2009-11-24
/organization/altheos,Altheos,http://altheos.net,Biotechnology,32500000,closed,USA,CA,SF Bay Area,South San Francisco,2,,2010-04-05,2012-02-09
/organization/altoweb,AltoWeb,http://www.altoweb.com,Software,31000000,closed,USA,CA,SF Bay Area,Palo Alto,2,1999-01-01,2000-01-01,2002-02-26
/organization/altrabiofuels,AltraBiofuels,http://www.altrabiofuels.com,Clean Technology,228500000,closed,USA,NE,Omaha,Omaha,2,,2007-02-20,2007-06-22
/organization/altura-medical,Altura Medical,http://www.alturamed.com/,Health Care,39999999,closed,USA,CA,SF Bay Area,Menlo Park,4,2008-01-01,2010-05-25,2013-04-10
/organization/alumaski-mackinnon-marine-technologies,AlumaSki - Mackinnon Marine Technologies,http://www.alumaski.com,Boating Industry|Manufacturing,500000,closed,,,,,1,2014-01-15,2014-03-15,2014-03-15
/organization/alumnize,Alumnize,http://www.alumnize.com,Alumni|Colleges|Networking|Social Media,20000,closed,,,,,1,,2012-10-04,2012-10-04
/organization/alveolus,Alveolus,http://alveolus.com/,Medical Devices,10000000,closed,USA,NC,Charlotte,Charlotte,1,,2004-07-30,2004-07-30
/organization/alytics,Alytics,http://alytics.ru,Advertising,117994,closed,RUS,48,RUS - Other,Zelenograd,2,2012-07-01,2013-03-01,2013-03-01
/organization/am-beo,Am-Beo,http://www.am-beo.com,Industrial|Services|Telecommunications,12500000,closed,IRL,10,Galway,Galway,1,,2002-12-02,2002-12-02
/organization/amadesa,Amadesa,http://www.amadesa.com,Analytics|Optimization|Personalization|Reviews and Recommendations|Software|Testing,12800000,closed,USA,IL,Chicago,Evanston,2,2005-05-15,2007-12-03,2011-10-05
/organization/amaru,Amaru,http://amaruinc.com,Software,592365,closed,SGP,,Singapore,Singapore,1,1999-01-01,2011-11-03,2011-11-03
/organization/ambicare-health-limited,Ambicare Health Limited,,,794942.130684407,closed,,,,,1,,2015-01-14,2015-01-14
/organization/american-apperal,American Apparel,http://americanapparel.net,Fashion|Manufacturing|Retail,25000000,closed,USA,CA,Los Angeles,Los Angeles,1,1998-01-01,2014-07-09,2014-07-09
/organization/american-halal-company,American Halal Company,http://saffronroadfood.com,Hospitality,3740000,closed,USA,CT,Hartford,Stamford,2,2009-01-01,2009-11-30,2014-04-22
/organization/american-health,American Health,,Dietary Supplements|Health Care|Medical,500000,closed,,,,,1,2015-01-01,2015-01-01,2015-01-01
/organization/american-hometec,American Hometec,http://www.americanhometec.com,Clean Technology,250000,closed,USA,DE,"Wilmington, Delaware",Wilmington,1,,2008-09-24,2008-09-24
/organization/american-life-media,American Life Media,http://www.styleup.com,Curated Web,-,closed,HKG,,Hong Kong,Kowloon City,1,2006-06-01,2013-03-01,2013-03-01
/organization/american-restaurant-concepts,American Restaurant Concepts,http://dickswingsandgrill.com,Hospitality,10000000,closed,USA,FL,Jacksonville,Jacksonville,1,2000-01-01,2013-09-16,2013-09-16
/organization/american-stem-cell,Targazyme,http://targazyme.com/,Biotechnology,2500000,closed,USA,CA,San Diego,Carlsbad,1,2005-01-01,2009-07-15,2009-07-15
/organization/ameritv,AmeriTV,,Internet,45000000,closed,,,,,1,,2007-11-12,2007-11-12
/organization/amistad-energy-partners,Amistad Energy Partners,,Energy|Oil and Gas|Startups,150000000,closed,USA,TX,Houston,Houston,1,,2015-07-08,2015-07-08
/organization/amit-anand,aaa,,,450000,closed,,,,,1,2015-05-25,2015-08-15,2015-08-15
/organization/ammocore-technology,AmmoCore Technology,http://www.ammocore.com/,Technology,14000000,closed,USA,CA,SF Bay Area,Santa Clara,1,,2001-06-11,2001-06-11
/organization/amotech,AMOtech,http://www.amotech.co,Apps|Mobile|Startups,400000,closed,ISR,1,ISR - Other,Lehavim,2,2010-06-21,2010-06-21,2011-04-01
/organization/amp-robotics,AMP Robotics,http://amprobotics.com,Information Technology|Intelligent Systems|Robotics,248250,closed,USA,CO,Denver,Boulder,2,2015-01-01,2015-01-01,2015-05-14
/organization/ampd-mobile,Amp'd Mobile,http://www.ampd.com,Mobile,374000000,closed,USA,,,,4,,2005-08-08,2007-03-21
/organization/amper-music,Amper Music,http://www.ampermusic.com/,,-,closed,,,,,1,,2015-08-01,2015-08-01
/organization/amphion,Amphion,http://www.amphion.com,,5000000,closed,,,,,1,,2003-06-18,2003-06-18
/organization/ampidea,AmpIdea,http://www.ampidea.com,Babies|Curated Web|Finance|FinTech|Parenting,18000,closed,USA,MA,Boston,Boston,1,2008-07-04,2009-09-10,2009-09-10
/organization/amplimed-corporation,AmpliMed Corporation,http://amplimed.com,Biotechnology,14140433,closed,USA,AZ,Tucson,Tucson,3,1989-01-01,2008-01-14,2010-03-03
/organization/amprice,amprice,http://www.amprice.de,Curated Web,467880,closed,DEU,6,Hanover,Hanover,1,2005-05-25,2008-04-25,2008-04-25
/organization/amtec-lcc,Amtec,http://www.amtecinc.net,Consulting,5000000,closed,USA,FL,Palm Beaches,Boca Raton,1,1972-01-01,2005-09-23,2005-09-23
/organization/amulet-pharmaceuticals,Amulet Pharmaceuticals,http://www.amuletpharma.com,Biotechnology,1700000,closed,USA,MD,"Washington, D.C.",Rockville,1,,2007-03-05,2007-03-05
/organization/amygdala-neuroscience,Amygdala Neuroscience,,,-,closed,,,,,1,,2015-04-10,2015-04-10
/organization/anadigm,Anadigm,http://www.anadigm.com/,Semiconductors|Technology,15000000,closed,GBR,Z7,GBR - Other,Crewe,1,,2003-10-02,2003-10-02
/organization/anadys,Anadys,http://www.anadyspharma.com,Biotechnology,17500000,closed,USA,CA,San Diego,San Diego,1,,2009-06-04,2009-06-04
/organization/anaerobics,AnAerobics,,Waste Management,15000000,closed,USA,NY,"Rochester, New York",Rochester,1,,2002-10-15,2002-10-15
/organization/anagear,Anagear,http://www.anagear.com/,Internet of Things|Semiconductors,-,closed,NLD,6,NLD - Other,Rosmalen,1,2009-02-09,2012-01-11,2012-01-11
/organization/anago,Anago,http://www.anago.com,,-,closed,,,,,1,2001-01-01,2002-01-01,2002-01-01
/organization/anagran-inc,Anagran,http://www.anagran.com,Web Hosting,34600000,closed,USA,CA,SF Bay Area,Sunnyvale,3,2004-01-01,2005-11-16,2008-09-15
/organization/anaphore,Anaphore,http://www.anaphoreinc.com,Biotechnology,24300000,closed,USA,CA,San Diego,La Jolla,3,2008-01-01,2008-01-31,2009-06-09
/organization/anavex,Anavex,http://anavex.com,Biotechnology,12600000,closed,USA,NY,New York City,New York,2,,2013-07-08,2014-03-19
/organization/anchorintelligence,Anchor Intelligence,http://www.anchorintelligence.com,Advertising,6000000,closed,USA,CA,SF Bay Area,Mountain View,2,2007-01-01,2007-01-01,2007-09-01
/organization/anchovi-labs,Anchovi Labs,http://www.anchovi.com,Photography,15000,closed,,,,,1,2011-11-01,2012-06-11,2012-06-11
/organization/andigilog,Andigilog,http://www.andigilog.com,Semiconductors,29600000,closed,USA,AZ,Phoenix,Tempe,4,1996-01-01,2003-07-18,2007-02-20
/organization/andoayudando-com,Andoayudando.com,,Corporate Wellness|Internet|Social Commerce,51347,closed,,,,,1,,2012-01-03,2012-01-03
/organization/androjek,AndroJek,http://androjek.com,Biotechnology,400000,closed,USA,MO,Kansas City,Independence,1,2008-06-01,2011-11-17,2011-11-17
/organization/angel-baby,Angel Baby,http://angel-baby.eu/,E-Commerce|Fashion|Kids,236490,closed,BGR,42,Sofia,Sofia,2,,2014-12-01,2015-03-01
/organization/angelpc-global-support,Angelpc Global Support,http://www.angel-pc.com,Consulting,1930000,closed,ESP,32,,,1,,2007-01-11,2007-01-11
/organization/angiolink-corporation,Angiolink Corporation,http://angiolink.com/,Health Care|Innovation Management|Medical Devices,13600000,closed,,,,,1,1999-01-01,2003-09-10,2003-09-10
/organization/angmi,Angmi,http://angmi.com.cn/en/,Analytics|Internet|Services,3536,closed,,,,,1,2014-06-01,2015-06-17,2015-06-17
/organization/animated-speech,Animated Speech,http://www.animatedspeech.com,Software,250000,closed,USA,CA,SF Bay Area,San Francisco,1,,2007-01-22,2007-01-22
